"DATE_","ID","TSECS_BST","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","Dist_to_colony_km"
2010-05-26,1,47960,56.01756,-3.16657,"TS","Travelling",0.01562,3.8433805572
2010-05-26,1,47961,56.0177,-3.1665,"TS","Travelling",0.01562,3.85874733225
2010-05-26,1,47962,56.01783,-3.16643,"TS","Travelling",0.01562,3.87411622999
2010-05-26,1,47963,56.01797,-3.16637,"TS","Travelling",0.01573,3.88948725385
2010-05-26,1,47964,56.01811,-3.16632,"TS","Travelling",0.01573,3.90518788289
2010-05-26,1,47965,56.01825,-3.16628,"TS","Travelling",0.01573,3.92088891919
2010-05-26,1,47966,56.01839,-3.16624,"TS","Travelling",0.01573,3.93659035003
2010-05-26,1,47967,56.01852,-3.1662,"TS","Travelling",0.01573,3.95229216967
2010-05-26,1,47968,56.01866,-3.16616,"TS","Travelling",0.01573,3.96799438339
2010-05-26,1,47969,56.0188,-3.16612,"TS","Travelling",0.01573,3.9836969667
2010-05-26,1,47970,56.01894,-3.16608,"TS","Travelling",0.01573,3.99939993499
2010-05-26,1,47971,56.01908,-3.16603,"TS","Travelling",0.01546,4.01510327493
2010-05-26,1,47972,56.01922,-3.16598,"TS","Travelling",0.01546,4.03042569321
2010-05-26,1,47973,56.01935,-3.16592,"TS","Travelling",0.01546,4.04574925978
2010-05-26,1,47974,56.01949,-3.16586,"TS","Travelling",0.01546,4.06107397364
2010-05-26,1,47975,56.01963,-3.16581,"TS","Travelling",0.01546,4.07639980983
2010-05-26,1,47976,56.01976,-3.16575,"TS","Travelling",0.01546,4.09172675568
2010-05-26,1,47977,56.0199,-3.1657,"TS","Travelling",0.01546,4.10705480969
2010-05-26,1,47978,56.02003,-3.16564,"TS","Travelling",0.01546,4.12238393968
2010-05-26,1,47979,56.02017,-3.16558,"TS","Travelling",0.01293,4.13771416226
2010-05-26,1,47980,56.02028,-3.16555,"TS","Travelling",0.01293,4.15061629279
2010-05-26,1,47981,56.0204,-3.16551,"TS","Travelling",0.01293,4.16351866004
2010-05-26,1,47982,56.02051,-3.16548,"TS","Travelling",0.01293,4.17642129261
2010-05-26,1,47983,56.02062,-3.16544,"TS","Travelling",0.01293,4.1893241573
2010-05-26,1,47984,56.02074,-3.16541,"TS","Travelling",0.01293,4.20222726398
2010-05-26,1,47985,56.02085,-3.16537,"TS","Travelling",0.01293,4.21513061817
2010-05-26,1,47986,56.02097,-3.16534,"TS","Travelling",0.01293,4.22803419888
2010-05-26,1,47987,56.02108,-3.1653,"TS","Travelling",0.01216,4.24093802271
2010-05-26,1,47988,56.02119,-3.16527,"TS","Travelling",0.01216,4.25310050456
2010-05-26,1,47989,56.0213,-3.16525,"TS","Travelling",0.01216,4.26526304319
2010-05-26,1,47990,56.02141,-3.16522,"TS","Travelling",0.01216,4.27742566012
2010-05-26,1,47991,56.02152,-3.16519,"TS","Travelling",0.01216,4.2895883426
2010-05-26,1,47992,56.02162,-3.16516,"TS","Travelling",0.01216,4.30175109227
2010-05-26,1,47993,56.02173,-3.16514,"TS","Travelling",0.01216,4.31391390746
2010-05-26,1,47994,56.02184,-3.16511,"TS","Travelling",0.01216,4.32607678758
2010-05-26,1,47995,56.02195,-3.16508,"TS","Travelling",0.0126,4.3382397321
2010-05-26,1,47996,56.02206,-3.16506,"TS","Travelling",0.0126,4.35085196459
2010-05-26,1,47997,56.02218,-3.16503,"TS","Travelling",0.0126,4.36346421633
2010-05-26,1,47998,56.02229,-3.16501,"TS","Travelling",0.0126,4.37607650469
2010-05-26,1,47999,56.0224,-3.16498,"TS","Travelling",0.0126,4.38868882172
2010-05-26,1,48000,56.02251,-3.16496,"TS","Travelling",0.0126,4.40130116605
2010-05-26,1,48001,56.02262,-3.16493,"TS","Travelling",0.0126,4.41391353744
2010-05-26,1,48002,56.02274,-3.16491,"TS","Travelling",0.0126,4.42652593564
2010-05-26,1,48003,56.02285,-3.16488,"TS","Travelling",0.01228,4.43913836154
2010-05-26,1,48004,56.02296,-3.16488,"TS","Travelling",0.01228,4.45138301789
2010-05-26,1,48005,56.02307,-3.16488,"TS","Travelling",0.01228,4.46362793178
2010-05-26,1,48006,56.02318,-3.16488,"TS","Travelling",0.01228,4.47587308021
2010-05-26,1,48007,56.02329,-3.16488,"TS","Travelling",0.01228,4.48811847109
2010-05-26,1,48008,56.0234,-3.16487,"TS","Travelling",0.01228,4.50036411128
2010-05-26,1,48009,56.02351,-3.16487,"TS","Travelling",0.01228,4.51260998118
