"ID","SPECIES","TSECS","observedState","decodedState"
1,"Arctic tern",55812,"Foraging","Not-foraging"
1,"Arctic tern",55813,"Foraging","Not-foraging"
1,"Arctic tern",55814,"Foraging","Not-foraging"
1,"Arctic tern",55815,"Foraging","Not-foraging"
1,"Arctic tern",55816,"Foraging","Foraging"
1,"Arctic tern",55817,"Foraging","Not-foraging"
1,"Arctic tern",55818,"Foraging","Not-foraging"
1,"Arctic tern",55819,"Foraging","Not-foraging"
1,"Arctic tern",55820,"Foraging","Not-foraging"
1,"Arctic tern",55821,"Foraging","Foraging"
1,"Arctic tern",55822,"Foraging","Not-foraging"
1,"Arctic tern",55823,"Foraging","Not-foraging"
1,"Arctic tern",55824,"Foraging","Not-foraging"
1,"Arctic tern",55825,"Foraging","Not-foraging"
1,"Arctic tern",55826,"Foraging","Not-foraging"
1,"Arctic tern",55827,"Foraging","Not-foraging"
1,"Arctic tern",55828,"Foraging","Not-foraging"
1,"Arctic tern",55829,"Foraging","Not-foraging"
1,"Arctic tern",55830,"Foraging","Not-foraging"
1,"Arctic tern",55831,"Foraging","Foraging"
1,"Arctic tern",55832,"Foraging","Foraging"
1,"Arctic tern",55833,"Foraging","Foraging"
1,"Arctic tern",55834,"Foraging","Foraging"
1,"Arctic tern",55835,"Foraging","Foraging"
1,"Arctic tern",55836,"Foraging","Foraging"
1,"Arctic tern",55837,"Foraging","Foraging"
1,"Arctic tern",55838,"Foraging","Foraging"
1,"Arctic tern",55839,"Foraging","Foraging"
1,"Arctic tern",55840,"Foraging","Foraging"
1,"Arctic tern",55841,"Foraging","Foraging"
1,"Arctic tern",55842,"Foraging","Not-foraging"
1,"Arctic tern",55843,"Foraging","Not-foraging"
1,"Arctic tern",55844,"Foraging","Not-foraging"
1,"Arctic tern",55845,"Foraging","Not-foraging"
1,"Arctic tern",55846,"Foraging","Not-foraging"
1,"Arctic tern",55847,"Foraging","Not-foraging"
1,"Arctic tern",55848,"Foraging","Not-foraging"
1,"Arctic tern",55849,"Foraging","Not-foraging"
1,"Arctic tern",55850,"Foraging","Not-foraging"
1,"Arctic tern",55851,"Foraging","Not-foraging"
1,"Arctic tern",55852,"Foraging","Not-foraging"
1,"Arctic tern",55853,"Foraging","Not-foraging"
1,"Arctic tern",55854,"Foraging","Not-foraging"
1,"Arctic tern",55855,"Foraging","Not-foraging"
1,"Arctic tern",55856,"Foraging","Not-foraging"
1,"Arctic tern",55857,"Foraging","Not-foraging"
1,"Arctic tern",55858,"Foraging","Not-foraging"
1,"Arctic tern",55859,"Foraging","Not-foraging"
1,"Arctic tern",55860,"Foraging","Not-foraging"
1,"Arctic tern",55861,"Foraging","Not-foraging"
1,"Arctic tern",55862,"Foraging","Not-foraging"
1,"Arctic tern",55863,"Foraging","Not-foraging"
1,"Arctic tern",55864,"Foraging","Not-foraging"
1,"Arctic tern",55865,"Foraging","Not-foraging"
1,"Arctic tern",55866,"Foraging","Not-foraging"
1,"Arctic tern",55867,"Foraging","Not-foraging"
1,"Arctic tern",55868,"Foraging","Not-foraging"
1,"Arctic tern",55869,"Foraging","Not-foraging"
1,"Arctic tern",55870,"Foraging","Not-foraging"
1,"Arctic tern",55871,"Foraging","Not-foraging"
1,"Arctic tern",55872,"Foraging","Not-foraging"
1,"Arctic tern",55873,"Foraging","Not-foraging"
1,"Arctic tern",55874,"Foraging","Not-foraging"
1,"Arctic tern",55875,"Foraging","Not-foraging"
1,"Arctic tern",55876,"Foraging","Not-foraging"
1,"Arctic tern",55877,"Foraging","Not-foraging"
1,"Arctic tern",55878,"Foraging","Not-foraging"
1,"Arctic tern",55879,"Foraging","Not-foraging"
1,"Arctic tern",55880,"Foraging","Not-foraging"
1,"Arctic tern",55881,"Foraging","Not-foraging"
1,"Arctic tern",55882,"Foraging","Not-foraging"
1,"Arctic tern",55883,"Foraging","Not-foraging"
1,"Arctic tern",55884,"Foraging","Not-foraging"
1,"Arctic tern",55885,"Foraging","Not-foraging"
1,"Arctic tern",55886,"Foraging","Not-foraging"
1,"Arctic tern",55887,"Foraging","Not-foraging"
1,"Arctic tern",55888,"Foraging","Not-foraging"
1,"Arctic tern",55889,"Foraging","Not-foraging"
1,"Arctic tern",55890,"Foraging","Not-foraging"
1,"Arctic tern",55891,"Foraging","Not-foraging"
1,"Arctic tern",55892,"Foraging","Not-foraging"
1,"Arctic tern",55893,"Foraging","Not-foraging"
1,"Arctic tern",55894,"Foraging","Not-foraging"
1,"Arctic tern",55895,"Foraging","Not-foraging"
1,"Arctic tern",55896,"Foraging","Not-foraging"
1,"Arctic tern",55897,"Foraging","Not-foraging"
1,"Arctic tern",55898,"Foraging","Not-foraging"
1,"Arctic tern",55899,"Foraging","Not-foraging"
1,"Arctic tern",55900,"Foraging","Not-foraging"
