"DATE_","ID","TSECS","SPECIES","LATITUDE","LONGITUDE","CONTBEH","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2010-06-23",12,27430,"Common tern",55.32341,-1.52621,"TS",1427.38845,"Travelling","Transit search","Foraging"
"2010-06-23",12,27431,"Common tern",55.32335,-1.52598,"TS",1440.06147,"Travelling","Transit search","Foraging"
"2010-06-23",12,27432,"Common tern",55.32331,-1.52575,"TS",1451.4872,"Travelling","Transit search","Foraging"
"2010-06-23",12,27433,"Common tern",55.32326,-1.52552,"TS",1462.98938,"Travelling","Transit search","Foraging"
"2010-06-23",12,27434,"Common tern",55.32322,-1.52528,"TS",1474.56621,"Travelling","Transit search","Foraging"
"2010-06-23",12,27435,"Common tern",55.32318,-1.52505,"TS",1486.21596,"Travelling","Transit search","Foraging"
"2010-06-23",12,27436,"Common tern",55.32313,-1.52482,"TS",1497.93692,"Travelling","Transit search","Foraging"
"2010-06-23",12,27437,"Common tern",55.32309,-1.52458,"TS",1510.04412,"Travelling","Transit search","Foraging"
"2010-06-23",12,27438,"Common tern",55.32304,-1.52435,"TS",1522.21672,"Travelling","Transit search","Foraging"
"2010-06-23",12,27439,"Common tern",55.32299,-1.52412,"TS",1534.45313,"Travelling","Transit search","Foraging"
"2010-06-23",12,27440,"Common tern",55.32295,-1.52388,"TS",1546.75185,"Travelling","Transit search","Foraging"
"2010-06-23",12,27441,"Common tern",55.3229,-1.52365,"TS",1559.11141,"Travelling","Transit search","Foraging"
"2010-06-23",12,27442,"Common tern",55.32285,-1.52343,"TS",1571.26249,"Travelling","Transit search","Foraging"
"2010-06-23",12,27443,"Common tern",55.3228,-1.52322,"TS",1583.4592,"Travelling","Transit search","Foraging"
"2010-06-23",12,27444,"Common tern",55.32275,-1.523,"TS",1595.70051,"Travelling","Transit search","Foraging"
"2010-06-23",12,27445,"Common tern",55.3227,-1.52278,"TS",1607.98539,"Travelling","Transit search","Foraging"
"2010-06-23",12,27446,"Common tern",55.32265,-1.52257,"TS",1620.31285,"Travelling","Transit search","Foraging"
"2010-06-23",12,27447,"Common tern",55.32262,-1.52236,"TS",1630.67515,"Travelling","Transit search","Foraging"
"2010-06-23",12,27448,"Common tern",55.32258,-1.52216,"TS",1641.0818,"Travelling","Transit search","Foraging"
"2010-06-23",12,27449,"Common tern",55.32255,-1.52196,"TS",1651.53198,"Travelling","Transit search","Foraging"
"2010-06-23",12,27450,"Common tern",55.32252,-1.52175,"TS",1662.02486,"Travelling","Transit search","Foraging"
"2010-06-23",12,27451,"Common tern",55.32248,-1.52155,"TS",1672.55962,"Travelling","Transit search","Foraging"
"2010-06-23",12,27452,"Common tern",55.32248,-1.52137,"TS",1679.3909,"Travelling","Transit search","Foraging"
"2010-06-23",12,27453,"Common tern",55.32248,-1.52118,"TS",1686.27473,"Travelling","Transit search","Foraging"
