"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37320,54.68542,-5.61528,"DF","Travelling",0.01182,0.74875,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37321,54.68552,-5.61521,"DF","Travelling",0.01182,0.76031,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37322,54.68562,-5.61515,"DF","Travelling",0.0135,0.77188,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37323,54.68573,-5.61509,"DF","Travelling",0.0135,0.78526,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37324,54.68585,-5.61503,"DF","Travelling",0.0135,0.79865,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37325,54.68597,-5.61497,"DF","Travelling",0.0135,0.81204,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37326,54.68608,-5.61492,"DF","Travelling",0.0135,0.82543,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37327,54.6862,-5.61486,"DF","Travelling",0.0135,0.83883,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37328,54.68632,-5.6148,"DF","Travelling",0.01404,0.85223,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37329,54.68644,-5.61475,"DF","Travelling",0.01404,0.86626,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37330,54.68656,-5.61471,"DF","Travelling",0.01404,0.88029,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37331,54.68669,-5.61466,"DF","Travelling",0.01404,0.89431,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37332,54.68681,-5.61461,"DF","Travelling",0.01404,0.90834,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37333,54.68693,-5.61457,"DF","Travelling",0.01428,0.92238,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37334,54.68706,-5.61453,"DF","Travelling",0.01428,0.93667,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37335,54.68719,-5.61449,"DF","Travelling",0.01428,0.95097,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37336,54.68731,-5.61446,"DF","Travelling",0.01428,0.96527,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37337,54.68744,-5.61442,"DF","Travelling",0.01428,0.97957,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37338,54.68757,-5.61438,"DF","Travelling",0.01382,0.99387,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37339,54.68769,-5.61436,"DF","Travelling",0.01382,1.0077,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37340,54.68781,-5.61433,"DF","Travelling",0.01382,1.02153,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37341,54.68794,-5.6143,"DF","Travelling",0.01382,1.03537,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37342,54.68806,-5.61428,"DF","Travelling",0.01382,1.0492,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37343,54.68818,-5.61425,"DF","Travelling",0.01189,1.06303,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37344,54.68829,-5.61424,"DF","Travelling",0.01189,1.0749,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37345,54.6884,-5.61422,"DF","Travelling",0.01189,1.08677,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37346,54.6885,-5.61421,"DF","Travelling",0.01189,1.09864,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37347,54.68861,-5.6142,"DF","Travelling",0.01189,1.11051,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37348,54.68872,-5.61418,"DF","Travelling",0.01115,1.12239,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37349,54.68882,-5.61417,"DF","Travelling",0.01115,1.13352,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37350,54.68892,-5.61416,"DF","Travelling",0.01115,1.14466,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37351,54.68902,-5.61414,"DF","Travelling",0.01115,1.1558,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37352,54.68912,-5.61413,"DF","Travelling",0.01115,1.16694,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37353,54.68922,-5.61412,"DF","Travelling",0.01132,1.17808,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37354,54.68932,-5.61408,"DF","Travelling",0.01132,1.18941,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37355,54.68942,-5.61405,"DF","Travelling",0.01132,1.20074,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37356,54.68952,-5.61402,"DF","Travelling",0.01132,1.21207,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37357,54.68962,-5.61398,"DF","Travelling",0.01132,1.2234,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37358,54.68972,-5.61395,"DF","Travelling",0.01241,1.23472,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37359,54.68982,-5.61389,"DF","Travelling",0.01241,1.24701,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37360,54.68993,-5.61384,"DF","Travelling",0.01241,1.2593,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37361,54.69004,-5.61378,"DF","Travelling",0.01241,1.27159,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37362,54.69014,-5.61372,"DF","Travelling",0.01241,1.28388,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37363,54.69025,-5.61367,"DF","Travelling",0.01303,1.29618,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37364,54.69036,-5.6136,"DF","Travelling",0.01303,1.30898,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37365,54.69047,-5.61353,"DF","Travelling",0.01303,1.32178,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37366,54.69058,-5.61346,"DF","Travelling",0.01303,1.33459,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37367,54.69069,-5.61339,"DF","Travelling",0.01303,1.3474,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37368,54.6908,-5.61332,"DF","Travelling",0.01311,1.36022,"Incubation",0
"Cockle Island, Groomsport","2010-06-16",8,"Sandwich",37369,54.69091,-5.61324,"DF","Travelling",0.01311,1.37308,"Incubation",0
