"DATE","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST2COL_km"
"2010-06-26",1,"Arctic",30451,56.19501,-2.54208,"TS","Travelling",0.00584,1.19915
"2010-06-26",1,"Arctic",30452,56.19496,-2.54204,"TS","Travelling",0.00584,1.19678
"2010-06-26",1,"Arctic",30453,56.19491,-2.54199,"TS","Travelling",0.00584,1.19444
"2010-06-26",1,"Arctic",30454,56.19487,-2.54195,"TS","Travelling",0.00628,1.19212
"2010-06-26",1,"Arctic",30455,56.19481,-2.54192,"TS","Travelling",0.00628,1.18885
"2010-06-26",1,"Arctic",30456,56.19476,-2.54188,"TS","Travelling",0.00628,1.18561
"2010-06-26",1,"Arctic",30457,56.19471,-2.54185,"TS","Travelling",0.00628,1.1824
"2010-06-26",1,"Arctic",30458,56.19465,-2.54182,"TS","Travelling",0.00628,1.17921
"2010-06-26",1,"Arctic",30459,56.1946,-2.54178,"TS","Travelling",0.00596,1.17604
"2010-06-26",1,"Arctic",30460,56.19455,-2.54177,"TS","Travelling",0.00596,1.17195
"2010-06-26",1,"Arctic",30461,56.19449,-2.54176,"TS","Travelling",0.00596,1.16788
"2010-06-26",1,"Arctic",30462,56.19444,-2.54175,"TS","Travelling",0.00596,1.16383
"2010-06-26",1,"Arctic",30463,56.19439,-2.54174,"TS","Travelling",0.00596,1.15979
"2010-06-26",1,"Arctic",30464,56.19433,-2.54173,"TS","Travelling",0.00484,1.15576
"2010-06-26",1,"Arctic",30465,56.19429,-2.54173,"TS","Travelling",0.00484,1.15245
"2010-06-26",1,"Arctic",30466,56.19425,-2.54172,"TS","Travelling",0.00484,1.14914
"2010-06-26",1,"Arctic",30467,56.1942,-2.54171,"TS","Travelling",0.00484,1.14585
"2010-06-26",1,"Arctic",30468,56.19416,-2.54171,"TS","Travelling",0.00484,1.14256
"2010-06-26",1,"Arctic",30469,56.19412,-2.5417,"TS","Travelling",0.00519,1.13929
"2010-06-26",1,"Arctic",30470,56.19407,-2.5417,"TS","Travelling",0.00519,1.13561
"2010-06-26",1,"Arctic",30471,56.19402,-2.54169,"TS","Travelling",0.00519,1.13195
"2010-06-26",1,"Arctic",30472,56.19398,-2.54169,"TS","Travelling",0.00519,1.1283
"2010-06-26",1,"Arctic",30473,56.19393,-2.54169,"TS","Travelling",0.00519,1.12466
"2010-06-26",1,"Arctic",30474,56.19388,-2.54168,"TS","Travelling",0.00574,1.12104
"2010-06-26",1,"Arctic",30475,56.19383,-2.54171,"TS","Travelling",0.00574,1.11601
"2010-06-26",1,"Arctic",30476,56.19378,-2.54173,"TS","Travelling",0.00574,1.11099
"2010-06-26",1,"Arctic",30477,56.19373,-2.54175,"TS","Travelling",0.00574,1.10598
"2010-06-26",1,"Arctic",30478,56.19368,-2.54178,"TS","Travelling",0.00574,1.10098
"2010-06-26",1,"Arctic",30479,56.19363,-2.5418,"TS","Travelling",0.00586,1.09598
"2010-06-26",1,"Arctic",30480,56.19358,-2.54183,"TS","Travelling",0.00586,1.0907
"2010-06-26",1,"Arctic",30481,56.19353,-2.54186,"TS","Travelling",0.00586,1.08543
"2010-06-26",1,"Arctic",30482,56.19348,-2.54189,"TS","Travelling",0.00586,1.08016
"2010-06-26",1,"Arctic",30483,56.19343,-2.54192,"TS","Travelling",0.00586,1.0749
"2010-06-26",1,"Arctic",30484,56.19338,-2.54195,"TS","Travelling",0.00449,1.06964
"2010-06-26",1,"Arctic",30485,56.19334,-2.54196,"AS","Foraging",0.00449,1.06606
"2010-06-26",1,"Arctic",30486,56.1933,-2.54197,"AS","Foraging",0.00449,1.06248
"2010-06-26",1,"Arctic",30487,56.19326,-2.54198,"AS","Foraging",0.00449,1.05892
"2010-06-26",1,"Arctic",30488,56.19322,-2.54199,"AS","Foraging",0.00449,1.05535
"2010-06-26",1,"Arctic",30489,56.19318,-2.542,"AS","Foraging",0.00263,1.0518
"2010-06-26",1,"Arctic",30490,56.19316,-2.54199,"AS","Foraging",0.00263,1.05028
"2010-06-26",1,"Arctic",30491,56.19314,-2.54199,"AS","Foraging",0.00263,1.04877
"2010-06-26",1,"Arctic",30492,56.19311,-2.54198,"AS","Foraging",0.00263,1.04727
"2010-06-26",1,"Arctic",30493,56.19309,-2.54197,"AS","Foraging",0.00263,1.04577
"2010-06-26",1,"Arctic",30494,56.19307,-2.54197,"AS","Foraging",0.00279,1.04427
"2010-06-26",1,"Arctic",30495,56.19304,-2.54195,"AS","Foraging",0.00279,1.04323
"2010-06-26",1,"Arctic",30496,56.19302,-2.54193,"AS","Foraging",0.00279,1.04219
"2010-06-26",1,"Arctic",30497,56.193,-2.54192,"AS","Foraging",0.00279,1.04116
"2010-06-26",1,"Arctic",30498,56.19297,-2.5419,"AS","Foraging",0.00279,1.04014
"2010-06-26",1,"Arctic",30499,56.19295,-2.54188,"AS","Foraging",0.00223,1.03912
"2010-06-26",1,"Arctic",30500,56.19293,-2.54188,"AS","Foraging",0.00223,1.03776
"2010-06-26",1,"Arctic",30501,56.19291,-2.54188,"AS","Foraging",0.00223,1.0364
"2010-06-26",1,"Arctic",30502,56.19289,-2.54187,"AS","Foraging",0.00223,1.03504
"2010-06-26",1,"Arctic",30503,56.19287,-2.54187,"AS","Foraging",0.00223,1.03369
"2010-06-26",1,"Arctic",30504,56.19285,-2.54187,"AS","Foraging",0.00222,1.03233
"2010-06-26",1,"Arctic",30505,56.19283,-2.54187,"AS","Foraging",0.00222,1.03083
"2010-06-26",1,"Arctic",30506,56.19281,-2.54187,"AS","Foraging",0.00222,1.02933
"2010-06-26",1,"Arctic",30507,56.19279,-2.54187,"AS","Foraging",0.00222,1.02784
"2010-06-26",1,"Arctic",30508,56.19277,-2.54187,"AS","Foraging",0.00222,1.02634
"2010-06-26",1,"Arctic",30509,56.19275,-2.54187,"AS","Foraging",0.00297,1.02485
"2010-06-26",1,"Arctic",30510,56.19273,-2.54189,"AS","Foraging",0.00297,1.02204
"2010-06-26",1,"Arctic",30511,56.1927,-2.54191,"AS","Foraging",0.00297,1.01923
"2010-06-26",1,"Arctic",30512,56.19268,-2.54194,"AS","Foraging",0.00297,1.01641
"2010-06-26",1,"Arctic",30513,56.19266,-2.54196,"AS","Foraging",0.00297,1.0136
"2010-06-26",1,"Arctic",30514,56.19263,-2.54198,"AS","Foraging",0.0042,1.01079
"2010-06-26",1,"Arctic",30515,56.19261,-2.54204,"AS","Foraging",0.0042,1.0066
"2010-06-26",1,"Arctic",30516,56.19259,-2.54209,"AS","Foraging",0.0042,1.0024
"2010-06-26",1,"Arctic",30517,56.19256,-2.54214,"AS","Foraging",0.0042,0.9982
"2010-06-26",1,"Arctic",30518,56.19254,-2.5422,"AS","Foraging",0.0042,0.994
