"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50176,54.83709,-5.77644,"TS","Travelling",0.01121,1.71204,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50177,54.83717,-5.77655,"TS","Travelling",0.01135,1.7228,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50178,54.83725,-5.77666,"TS","Travelling",0.01135,1.73364,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50179,54.83733,-5.77677,"TS","Travelling",0.01135,1.74448,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50180,54.83741,-5.77688,"TS","Travelling",0.01135,1.75534,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50181,54.83749,-5.77699,"TS","Travelling",0.01135,1.7662,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50182,54.83757,-5.7771,"TS","Travelling",0.01133,1.77706,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50183,54.83764,-5.77722,"TS","Travelling",0.01133,1.78774,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50184,54.83772,-5.77733,"TS","Travelling",0.01133,1.79844,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50185,54.8378,-5.77745,"TS","Travelling",0.01133,1.80914,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50186,54.83787,-5.77757,"TS","Travelling",0.01133,1.81984,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50187,54.83795,-5.77768,"TS","Travelling",0.01124,1.83056,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50188,54.83802,-5.77781,"TS","Travelling",0.01124,1.84084,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50189,54.83809,-5.77794,"TS","Travelling",0.01124,1.85112,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50190,54.83816,-5.77806,"TS","Travelling",0.01124,1.86142,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50191,54.83823,-5.77819,"TS","Travelling",0.01124,1.87174,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50192,54.8383,-5.77832,"TS","Travelling",0.01124,1.88206,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50193,54.83837,-5.77844,"TS","Travelling",0.01124,1.89239,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50194,54.83844,-5.77857,"TS","Travelling",0.01124,1.90273,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50195,54.83851,-5.7787,"TS","Travelling",0.01124,1.91309,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50196,54.83858,-5.77882,"TS","Travelling",0.01124,1.92345,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50197,54.83865,-5.77895,"TS","Travelling",0.01155,1.93383,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50198,54.83872,-5.77908,"TS","Travelling",0.01155,1.94438,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50199,54.83879,-5.77922,"TS","Travelling",0.01155,1.95495,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50200,54.83886,-5.77935,"TS","Travelling",0.01155,1.96552,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50201,54.83893,-5.77948,"TS","Travelling",0.01155,1.97611,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50202,54.839,-5.77962,"TS","Travelling",0.01117,1.98671,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50203,54.83906,-5.77976,"TS","Travelling",0.01117,1.99648,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50204,54.83912,-5.7799,"TS","Travelling",0.01117,2.00627,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50205,54.83918,-5.78004,"TS","Travelling",0.01117,2.01607,"Chick",1
