"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58020,54.7304,-5.59572,"AS","Foraging",0.00113,5.90881,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58021,54.73041,-5.5957,"AS","Foraging",0.00113,5.90973,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58022,54.73041,-5.59569,"AS","Foraging",0.00113,5.91065,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58023,54.73042,-5.59568,"AS","Foraging",0.00113,5.91157,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58024,54.73043,-5.59566,"AS","Foraging",0.00113,5.91249,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58025,54.73043,-5.59565,"AS","Foraging",0.00187,5.91341,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58026,54.73045,-5.59565,"AS","Foraging",0.00187,5.91516,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58027,54.73047,-5.59566,"AS","Foraging",0.00187,5.91692,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58028,54.73048,-5.59566,"AS","Foraging",0.00187,5.91868,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58029,54.7305,-5.59566,"AS","Foraging",0.00187,5.92043,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58030,54.73052,-5.59567,"AS","Foraging",0.00543,5.92219,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58031,54.73055,-5.59573,"AS","Foraging",0.00543,5.92445,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58032,54.73058,-5.5958,"AS","Foraging",0.00543,5.92672,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58033,54.73061,-5.59587,"AS","Foraging",0.00543,5.929,"Incubation",1
